,Price
9704,4077
9705,13015
9706,220
9707,20385
9708,17562
9709,13172
9710,18817
9711,7840
9712,6586
9713,4000
9714,14113
9715,862
9716,9722
9717,48998
9718,10349
9719,1568
9720,18817
9721,19130
9722,16766
9723,2587
9724,282
9725,862
9726,8938
9727,1725
9728,10976
9729,188
9730,13328
9731,34184
9732,784
9733,75300
9734,15681
9735,26657
9736,7840
9737,9832
9738,114468
9739,13350
9740,549
9741,18500
9742,8674
9743,31047
9744,23138
9745,56513
9746,2500
9747,7809
9748,706
9749,14113
9750,157
9751,11133
9752,12074
9753,22840
9754,19444
9755,25873
9756,17700
9757,4391
9758,37633
9759,11000
9760,14113
9761,470
9762,13485
9763,20385
9764,4234
9765,43278
9766,4547
9767,10100
9768,7840
9769,3293
9770,34497
9771,1254
9772,12570
9773,22580
9774,15053
9775,5018
9776,50178
9777,12701
9778,17249
9779,41811
9780,18000
9781,6899
9782,3607
9783,40346
9784,19000
9785,25716
9786,14279
9787,33575
9788,7997
9789,25089
9790,3763
9791,941
9792,17249
9793,6586
9794,7527
9795,19121
9796,50178
9797,862
9798,314
9799,24932
9800,21953
9801,627
9802,4861
9803,19444
9804,941
9805,6272
9806,14897
9807,16308
9808,6500
9809,10976
9810,6272
9811,57030
9812,10036
9813,25089
9814,7683
9815,45204
9816,2509
9817,72130
9818,40390
9819,10036
9820,19287
9821,37611
9822,2500
9823,22580
9824,23521
9825,18189
9826,25716
9827,48610
9828,16894
9829,470
9830,11917
9831,16621
9832,9722
9833,862
9834,15063
9835,12544
9836,7683
9837,3607
9838,7840
9839,24625
9840,7840
9841,14454
9842,106627
9843,37984
9844,1411
9845,706
9846,392
9847,16935
9848,7683
9849,32045
9850,11917
9851,10669
9852,14113
9853,13799
9854,17249
9855,13172
9856,392
9857,21639
9858,30420
9859,706
9860,15624
9861,10349
9862,19444
9863,35043
9864,784
9865,9722
9866,862
9867,1803
9868,6586
9869,3450
9870,55845
9871,3763
9872,7778
9873,7527
9874,8781
9875,16599
9876,4704
9877,22298
9878,12777
9879,26180
9880,470
9881,96263
9882,627
9883,2666
9884,392
9885,24148
9886,16935
9887,6586
9888,8781
9889,17249
9890,1725
9891,34497
9892,18817
9893,392
9894,1568
9895,8781
9896,8154
9897,45787
9898,2352
9899,11290
9900,27889
9901,12231
9902,20698
9903,13799
9904,23834
9905,125
9906,10349
9907,14009
9908,13269
9909,47042
9910,10500
9911,18189
9912,10663
9913,45009
9914,19924
9915,5018
9916,14426
9917,10976
9918,17876
9919,13172
9920,18189
9921,27827
9922,16160
9923,86142
9924,1882
9925,3200
9926,1960
9927,13998
9928,1882
9929,24932
9930,18450
9931,22894
9932,7527
9933,18189
9934,11290
9935,11099
9936,549
9937,941
9938,38229
9939,21652
9940,21953
9941,5488
9942,6272
9943,15681
9944,19444
9945,13172
9946,20786
9947,18817
9948,941
9949,10976
9950,706
9951,45210
9952,28830
9953,7527
9954,27770
9955,3000
9956,5018
9957,6899
9958,70
9959,392
9960,18817
9961,10036
9962,1333
9963,16621
9964,16621
9965,8467
9966,314
9967,3293
9968,9095
9969,47669
9970,9095
9971,2274
9972,13799
9973,15053
9974,12074
9975,22357
9976,14113
9977,39201
9978,4234
9979,13642
9980,60
9981,16935
9982,10349
9983,14113
9984,17249
9985,11917
9986,6743
9987,23521
9988,220
9989,13438
9990,19613
9991,627
9992,3607
9993,4704
9994,14583
9995,15681
9996,7995
9997,7527
9998,8467
9999,23207
10000,12858
10001,9879
10002,14740
10003,25089
10004,12544
10005,157
10006,392
10007,3763
10008,5237
10009,862
10010,15994
10011,11000
10012,8781
10013,627
10014,29166
10015,28222
10016,13172
10017,6899
10018,40769
10019,1568
10020,10663
10021,21639
10022,5018
10023,3607
10024,28100
10025,42651
10026,39559
10027,25365
10028,4077
10029,25716
10030,392
10031,5893
10032,31361
10033,13700
10034,282
10035,6743
10036,40387
10037,31988
10038,39201
10039,23207
10040,1019
10041,6272
10042,11500
10043,8000
10044,18189
10045,27356
10046,3450
10047,7056
10048,94083
10049,2430
10050,941
10051,10663
10052,17249
10053,470
10054,3607
10055,5645
10056,7200
10057,4234
10058,10036
10059,47042
10060,40064
10061,61154
10062,17876
10063,8938
10064,51028
10065,27858
10066,14062
10067,16308
10068,53540
10069,10976
10070,10349
10071,50184
10072,100
10073,627
10074,470
10075,15285
10076,12858
10077,15681
10078,21953
10079,10976
10080,3293
10081,3000
10082,71983
10083,470
10084,35
10085,3293
10086,941
10087,24148
10088,19500
10089,18826
10090,20385
10091,29094
10092,37730
10093,50178
10094,25089
10095,470
10096,29793
10097,12231
10098,69935
10099,10976
10100,32973
10101,470
10102,314
10103,29793
10104,3293
10105,22843
10106,18312
10107,9888
10108,4391
10109,26657
10110,3450
10111,10976
10112,22000
10113,7840
10114,549
10115,5645
10116,7213
10117,27504
10118,72130
10119,15850
10120,9408
10121,862
10122,68994
10123,19444
10124,392
10125,7150
10126,16960
10127,157
10128,5959
10129,23207
10130,10663
10131,9565
10132,12858
10133,13485
10134,12074
10135,5018
10136,5959
10137,15367
10138,3607
10139,17619
10140,14740
10141,1646
10142,31361
10143,3763
10144,6899
10145,40769
10146,16465
10147,20266
10148,12544
10149,125444
10150,4077
10151,18817
10152,43278
10153,4391
10154,3300
10155,40688
10156,10976
10157,7213
10158,42024
10159,60
10160,10349
10161,23521
10162,41221
10163,75266
10164,39201
10165,5018
10166,7370
10167,6272
10168,21395
10169,20385
10170,314
10171,2195
10172,14113
10173,2430
10174,1803
10175,2666
10176,10976
10177,392
10178,84675
10179,9408
10180,12544
10181,20266
10182,110
10183,17249
10184,24283
10185,80
10186,6899
10187,18189
10188,45473
10189,2430
10190,25089
10191,62722
10192,314
10193,6269
10194,51589
10195,21075
10196,17249
10197,9408
10198,784
10199,34419
10200,29169
10201,10976
10202,16308
10203,22266
10204,12858
10205,17327
10206,19030
10207,13328
10208,36636
10209,20385
10210,627
10211,7527
10212,21410
10213,10036
10214,470
10215,54568
10216,21012
10217,2038
10218,52853
10219,15053
10220,18817
10221,18817
10222,11917
10223,6586
10224,21953
10225,392
10226,13799
10227,31361
10228,2038
10229,29087
10230,470
10231,20385
10232,6586
10233,706
10234,28830
10235,392
10236,16621
10237,470
10238,18660
10239,28589
10240,862
10241,44843
10242,8154
10243,392
10244,1803
10245,157
10246,11917
10247,125
10248,1019
10249,282
10250,16618
10251,8781
10252,9408
10253,9252
10254,39201
10255,470
10256,8643
10257,3763
10258,20385
10259,1803
10260,94
10261,10349
10262,9408
10263,36692
10264,24327
10265,47989
10266,14269
10267,140
10268,1411
10269,24327
10270,54932
10271,13642
10272,17876
10273,51225
10274,7213
10275,14069
10276,84675
10277,15367
10278,19130
10279,204
10280,38445
10281,11917
10282,23521
10283,282
10284,14426
10285,5959
10286,12074
10287,15681
10288,25089
10289,470
10290,18189
10291,627
10292,8000
10293,7527
10294,31361
10295,24283
10296,11604
10297,14113
10298,549
10299,32615
10300,34497
10301,47042
10302,19130
10303,42337
10304,22894
10305,19130
10306,3450
10307,17405
10308,29087
10309,25440
10310,7527
10311,220
10312,6899
10313,4704
10314,18503
10315,4800
10316,25716
10317,392
10318,11099
10319,4077
10320,16621
10321,17876
10322,392
10323,6115
10324,62408
10325,45210
10326,12544
10327,35850
10328,941
10329,7213
10330,20071
10331,27924
10332,18817
10333,16766
10334,7100
10335,11917
10336,2038
10337,21639
10338,45160
10339,314
10340,17117
10341,49174
10342,1646
10343,19444
10344,7840
10345,13956
10346,7213
10347,18189
10348,7840
10349,34572
10350,50
10351,21639
10352,17249
10353,8467
10354,7213
10355,17249
10356,10349
10357,25274
10358,19130
10359,10820
10360,15681
10361,12701
10362,549
10363,25299
10364,5950
10365,31361
10366,13956
10367,314
10368,39201
10369,392
10370,24462
10371,21012
10372,15367
10373,28225
10374,16913
10375,31988
10376,5018
10377,16741
10378,22825
10379,1000
10380,44523
10381,627
10382,30
10383,21326
10384,17042
10385,2822
10386,9095
10387,46728
10388,23129
10389,9900
10390,26971
10391,22433
10392,11290
10393,8781
10394,17249
10395,9408
10396,12544
10397,706
10398,4077
10399,20
10400,18817
10401,16621
10402,17249
10403,7840
10404,12513
10405,50018
10406,33556
10407,392
10408,7500
10409,30734
10410,57698
10411,43278
10412,27541
10413,627
10414,1568
10415,941
10416,13589
10417,3607
10418,17249
10419,6269
10420,17719
10421,6300
10422,28391
10423,50
10424,2352
10425,9252
10426,23521
10427,6272
10428,13799
10429,5645
10430,15994
10431,26657
10432,1019
10433,314
10434,110
10435,2666
10436,6429
10437,31047
10438,19757
10439,240
10440,21639
10441,44166
10442,28225
10443,15837
10444,627
10445,17719
10446,2352
10447,19757
10448,54926
10449,19130
10450,10976
10451,35899
10452,20385
10453,392
10454,17249
10455,784
10456,5331
10457,26971
10458,10976
10459,941
10460,23239
10461,20005
10462,12800
10463,117290
10464,11287
10465,8467
10466,627
10467,10349
10468,188
10469,7056
10470,627
10471,4000
10472,16308
10473,45210
10474,25591
10475,5018
10476,19130
10477,48867
10478,26971
10479,15367
10480,50018
10481,11290
10482,9879
10483,89103
10484,4300
10485,18189
10486,862
10487,8154
10488,5488
10489,5645
10490,13956
10491,22894
10492,470
10493,9408
10494,11290
10495,7370
10496,30828
10497,5802
10498,1300
10499,6
10500,4077
10501,706
10502,8377
10503,30
10504,17249
10505,23414
10506,42933
10507,11290
10508,4391
10509,18189
10510,13500
10511,470
10512,15053
10513,12544
10514,10036
10515,5425
10516,31414
10517,20005
10518,9408
10519,21699
10520,45542
10521,34673
10522,2666
10523,8467
10524,24148
10525,8781
10526,8154
10527,15681
10528,392
10529,6272
10530,68148
10531,37006
10532,7000
10533,10663
10534,25873
10535,54518
10536,39201
10537,627
10538,470
10539,12858
10540,19914
10541,14426
10542,23207
10543,47042
10544,3763
10545,17876
10546,1568
10547,14113
10548,8300
10549,89379
10550,83107
10551,18503
10552,25089
10553,13172
10554,314
10555,21953
10556,10672
10557,12544
10558,16308
10559,25
10560,45473
10561,13877
10562,29793
10563,6272
10564,15681
10565,10663
10566,30583
10567,282
10568,1411
10569,23834
10570,18826
10571,94
10572,18817
10573,314
10574,9095
10575,31581
10576,23521
10577,23521
10578,2509
10579,9408
10580,157
10581,67113
10582,6743
10583,16621
10584,7840
10585,21953
10586,51373
10587,67934
10588,18240
10589,10192
10590,32929
10591,25716
10592,11133
10593,20385
10594,3450
10595,8163
10596,11604
10597,14166
10598,17562
10599,10976
10600,3293
10601,11469
10602,49550
10603,16621
10604,19444
10605,1646
10606,56136
10607,9722
10608,32929
10609,124989
10610,1725
10611,27911
10612,26971
10613,12544
10614,220
10615,3607
10616,3763
10617,13000
10618,19444
10619,9722
10620,2117
10621,14113
10622,7683
10623,39515
10624,627
10625,48873
10626,94
10627,10000
10628,1411
10629,9879
10630,2666
10631,470
10632,15053
10633,30351
10634,13328
10635,28852
10636,22580
10637,32615
10638,26657
10639,15500
10640,15850
10641,627
10642,30
10643,10036
10644,25716
10645,9722
10646,10036
10647,13000
10648,3500
10649,12544
10650,27284
10651,39085
10652,18503
10653,78403
10654,21012
10655,282
10656,21316
10657,7840
10658,1646
10659,18503
10660,42651
10661,2822
10662,54568
10663,157
10664,4391
10665,13328
10666,862
10667,50178
10668,28212
10669,15681
10670,18817
10671,11000
10672,10349
10673,30734
10674,19306
10675,16308
10676,392
10677,3200
10678,11133
10679,5331
10680,2352
10681,282
10682,15053
10683,6272
10684,308906
10685,5811
10686,11604
10687,9408
10688,12544
10689,55678
10690,8467
10691,19121
10692,59338
10693,157
10694,15649
10695,32910
10696,18503
10697,24148
10698,470
10699,60
10700,10976
10701,470
10702,14113
10703,27598
10704,11604
10705,19378
10706,18817
10707,1019
10708,2744
10709,32929
10710,32929
10711,470
10712,9408
10713,15060
10714,32904
10715,2430
10716,11290
10717,157
10718,13454
10719,37006
10720,188
10721,1019
10722,1725
10723,24000
10724,21652
10725,8154
10726,24920
10727,21492
10728,54882
10729,23521
10730,9879
10731,53759
10732,7056
10733,25716
10734,17876
10735,10663
10736,13172
10737,11290
10738,11290
10739,4861
10740,12639
10741,157
10742,16935
10743,25089
10744,1700
10745,31988
10746,13589
10747,17876
10748,1490
10749,5488
10750,13485
10751,6743
10752,3763
10753,11300
10754,5488
10755,26030
10756,4391
10757,16778
10758,39797
10759,15053
10760,18817
10761,8154
10762,26343
10763,39829
10764,84675
10765,14113
10766,7213
10767,3136
10768,6899
10769,220
10770,470
10771,120
10772,20385
10773,8781
10774,3000
10775,21950
10776,31988
10777,23521
10778,10663
10779,2430
10780,21953
10781,8467
10782,20297
10783,11133
10784,706
10785,79902
10786,9095
10787,220
10788,10663
10789,941
10790,17562
10791,23994
10792,20071
10793,6895
10794,13956
10795,1411
10796,14740
10797,21326
10798,1411
10799,5645
10800,4861
10801,36065
10802,2901
10803,26657
10804,20
10805,27770
10806,15367
10807,20071
10808,11604
10809,16283
10810,19757
10811,23207
10812,470
10813,9252
10814,5209
10815,93769
10816,3920
10817,1098
10818,35438
10819,11760
10820,17249
10821,9722
10822,34
10823,12544
10824,7840
10825,470
10826,15367
10827,10349
10828,5488
10829,314
10830,157
10831,17249
10832,14583
10833,17249
10834,4704
10835,5018
10836,22577
10837,14113
10838,23521
10839,7840
10840,314
10841,1900
10842,10349
10843,4234
10844,251
10845,14583
10846,22947
10847,56450
10848,282
10849,10036
10850,2195
10851,21326
10852,19130
10853,40954
10854,1900
10855,9722
10856,17876
10857,31819
10858,9565
10859,40556
10860,10036
10861,6899
10862,11290
10863,31361
10864,10663
10865,17346
10866,392
10867,15681
10868,4600
10869,18817
10870,1568
10871,106957
10872,11604
10873,10976
10874,188
10875,549
10876,392
10877,32929
10878,549
10879,48202
10880,94083
10881,17346
10882,941
10883,17249
10884,5331
10885,10976
10886,30784
10887,8467
10888,45633
10889,18826
10890,7840
10891,12858
10892,9252
10893,14426
10894,784
10895,5959
10896,6899
10897,314
10898,18817
10899,25089
10900,5331
10901,12388
10902,10036
10903,314
10904,15053
10905,6272
10906,26657
10907,314
10908,11604
10909,35124
10910,9832
10911,36197
10912,83891
10913,7213
10914,8781
10915,21482
10916,52059
10917,6272
10918,4861
10919,32104
10920,3607
10921,4704
10922,78917
10923,37476
10924,3763
10925,2998
10926,37633
10927,55343
10928,13987
10929,21326
10930,6899
10931,41055
10932,16571
10933,15367
10934,6115
10935,10663
10936,392
10937,29633
10938,14113
10939,16935
10940,28225
10941,3450
10942,15681
10943,11917
10944,1568
10945,21796
10946,1803
10947,15367
10948,8467
10949,17562
10950,7056
10951,2500
10952,9408
10953,7213
10954,11290
10955,15994
10956,119009
10957,15681
10958,16308
10959,5331
10960,188
10961,20005
10962,1411
10963,2822
10964,11290
10965,54568
10966,37633
10967,14113
10968,20764
10969,5175
10970,1019
10971,26343
10972,549
10973,549
10974,3763
10975,28225
10976,7997
10977,39201
10978,22502
10979,11177
10980,12544
10981,30596
10982,10976
10983,24775
10984,20385
10985,392
10986,15681
10987,16000
10988,627
10989,11290
10990,17000
10991,17562
10992,61154
10993,14583
10994,54458
10995,1333
10996,9408
10997,56450
10998,12388
10999,48566
11000,3763
11001,51075
11002,37897
11003,50
11004,9408
11005,4547
11006,4234
11007,11604
11008,16308
11009,21000
11010,23521
11011,10976
11012,941
11013,43905
11014,2430
11015,42337
11016,470
11017,41221
11018,8467
11019,42218
11020,862
11021,45872
11022,44213
11023,25089
11024,10663
11025,21639
11026,15423
11027,11760
11028,4861
11029,21953
11030,21639
11031,34980
11032,188
11033,20385
11034,18817
11035,10976
11036,19933
11037,21326
11038,21316
11039,6586
11040,6586
11041,46728
11042,15323
11043,10976
11044,2666
11045,11917
11046,9408
11047,6586
11048,11704
11049,24775
11050,11917
11051,2195
11052,34497
11053,24305
11054,9408
11055,51373
11056,6899
11057,30107
11058,15681
11059,549
11060,34497
11061,392
11062,7840
11063,30
11064,8311
11065,6586
11066,16935
11067,43905
11068,16308
11069,39829
11070,2666
11071,251
11072,37006
11073,39458
11074,67981
11075,21953
11076,10976
11077,20900
11078,15173
11079,5018
11080,70
11081,17249
11082,7840
11083,37066
11084,10349
11085,9879
11086,15994
11087,38731
11088,109764
11089,16900
11090,16935
11091,51965
11092,7300
11093,784
11094,23521
11095,1019
11096,470
11097,15053
11098,18826
11099,24458
11100,627
11101,14385
11102,10900
11103,39515
11104,45044
11105,3763
11106,2509
11107,14426
11108,29793
11109,314
11110,3293
11111,7840
11112,18503
11113,470
11114,784
11115,32302
11116,13642
11117,2666
11118,8154
11119,35344
11120,1254
11121,470
11122,24148
11123,6586
11124,7840
11125,8000
11126,470
11127,8154
11128,8781
11129,25512
11130,31
11131,220
11132,7213
11133,3607
11134,110
11135,6586
11136,11604
11137,26657
11138,7997
11139,8154
11140,3293
11141,36068
11142,7527
11143,32929
11144,18817
11145,50
11146,42337
11147,7840
11148,8467
11149,10036
11150,5645
11151,2117
11152,24462
11153,18817
11154,11133
11155,19757
11156,20071
11157,15053
11158,549
11159,18817
11160,7840
11161,11450
11162,17249
11163,9565
11164,10036
11165,941
11166,1098
11167,5645
11168,8154
11169,6586
11170,9722
11171,3293
11172,37984
11173,7840
11174,13172
11175,6586
11176,6899
11177,16308
11178,59827
11179,11604
11180,18817
11181,83107
11182,282
11183,627
11184,1411
11185,13172
11186,7997
11187,23436
11188,31361
11189,3763
11190,18503
11191,19444
11192,314
11193,18240
11194,21953
11195,16308
11196,314
11197,15367
11198,9938
11199,18776
11200,12858
11201,8467
11202,34419
11203,25810
11204,941
11205,7213
11206,18503
11207,14740
11208,15994
11209,1725
11210,9095
11211,13150
11212,15681
11213,18817
11214,22000
11215,172486
11216,26657
11217,25089
11218,127000
11219,470
11220,29166
11221,3293
11222,50184
11223,18817
11224,17000
11225,17249
11226,19130
11227,11133
11228,14454
11229,28852
11230,30326
11231,43576
11232,94083
11233,2901
11234,12272
11235,11604
11236,28592
11237,21326
11238,99440
11239,15681
11240,392
11241,22894
11242,22894
11243,784
11244,10192
11245,22580
11246,10381
11247,15681
11248,627
11249,8154
11250,14834
11251,28225
11252,11290
11253,549
11254,24543
11255,23521
11256,1882
11257,392
11258,12858
11259,10349
11260,11290
11261,62722
11262,16935
11263,26017
11264,16935
11265,314
11266,21739
11267,26306
11268,31361
11269,14113
11270,6586
11271,470
11272,39201
11273,3000
11274,8154
11275,48610
11276,66485
11277,10036
11278,18503
11279,42883
11280,36065
11281,11604
11282,251
11283,15681
11284,48697
11285,17249
11286,21639
11287,25089
11288,29965
11289,10036
11290,17562
11291,5645
11292,251
11293,22260
11294,22269
11295,44790
11296,12544
11297,10976
11298,24148
11299,33230
11300,282
11301,38869
11302,549
11303,21953
11304,14834
11305,19130
11306,16308
11307,46728
11308,3763
11309,42102
11310,28852
11311,549
11312,13000
11313,17249
11314,314
11315,24176
11316,23533
11317,36065
11318,11917
11319,87497
11320,38894
11321,13589
11322,14426
11323,1176
11324,27598
11325,42337
11326,35438
11327,13172
11328,43905
11329,23521
11330,1098
11331,21012
11332,941
11333,862
11334,54568
11335,7840
11336,27065
11337,26296
11338,4861
11339,40769
11340,60000
11341,88595
11342,6743
11343,549
11344,13799
11345,470
11346,16778
11347,38737
11348,9879
11349,16935
11350,25456
11351,24148
11352,16778
11353,470
11354,7527
11355,11290
11356,47042
11357,9408
11358,32744
11359,12544
11360,20698
11361,5959
11362,941
11363,3293
11364,10873
11365,10663
11366,19757
11367,92070
11368,7213
11369,18189
11370,20005
11371,9408
11372,31047
11373,11290
11374,30
11375,2038
11376,26657
11377,26030
11378,862
11379,470
11380,8467
11381,3850
11382,5018
11383,23000
11384,5331
11385,549
11386,3607
11387,12544
11388,8963
11389,941
11390,15053
11391,3920
11392,37947
11393,314
11394,15053
11395,627
11396,21326
11397,11290
11398,9722
11399,9722
11400,25716
11401,5800
11402,392
11403,27284
11404,22894
11405,2666
11406,16879
11407,82166
11408,6586
11409,13485
11410,18000
11411,7683
11412,31361
11413,9722
11414,15053
11415,39201
11416,10036
11417,19130
11418,12231
11419,28241
11420,10976
11421,8154
11422,6523
11423,627
11424,29166
11425,7837
11426,9095
11427,12231
11428,19444
11429,549
11430,19707
11431,14831
11432,20071
11433,23521
11434,10036
11435,28852
11436,5645
11437,6272
11438,18245
11439,10976
11440,251
11441,1646
11442,43905
11443,392
11444,4391
11445,14113
11446,25591
11447,2430
11448,51746
11449,22266
11450,15681
11451,23678
11452,15053
11453,150
11454,57108
11455,784
11456,74796
11457,17876
11458,16621
11459,28225
11460,1700
11461,11290
11462,45
11463,73310
11464,1019
11465,29586
11466,549
11467,706
11468,26657
11469,5551
11470,392
11471,3136
11472,5018
11473,5645
11474,8781
11475,10036
11476,2901
11477,13172
11478,4077
11479,5645
11480,1960
11481,627
11482,75266
11483,5739
11484,3763
11485,22894
11486,9722
11487,9722
11488,10663
11489,1803
11490,392
11491,8781
11492,10349
11493,13172
11494,17942
11495,9252
11496,23521
11497,28830
11498,10976
11499,3920
11500,43576
11501,15367
11502,14113
11503,10976
11504,706
11505,22894
11506,8154
11507,15994
11508,8000
11509,18817
11510,4861
11511,31
11512,16621
11513,5018
11514,70
11515,46728
11516,11447
11517,9252
11518,11604
11519,11133
11520,18817
11521,54882
11522,251
11523,30734
11524,7840
11525,16621
11526,7840
11527,627
11528,1254
11529,12231
11530,1490
11531,3450
11532,11604
11533,2901
11534,20385
11535,13485
11536,38737
11537,5645
11538,24148
11539,13736
11540,25716
11541,8467
11542,6899
11543,26030
11544,6586
11545,5802
11546,15289
11547,3293
11548,5959
11549,36564
11550,29793
11551,4861
11552,47042
11553,28852
11554,54458
11555,706
11556,21950
11557,15367
11558,157
11559,23521
11560,3450
11561,31361
11562,25089
11563,26149
11564,10036
11565,26030
11566,16091
11567,862
11568,55845
11569,34400
11570,1725
11571,9408
11572,25669
11573,23521
11574,11099
11575,25
11576,25889
11577,36235
11578,6586
11579,17942
11580,14113
11581,28000
11582,1333
11583,13172
11584,16621
11585,31361
11586,8938
11587,45633
11588,40769
11589,25089
11590,16308
11591,23521
11592,10669
11593,3136
11594,11000
11595,10976
11596,19817
11597,706
11598,11290
11599,26425
11600,34811
11601,21805
11602,47
11603,36065
11604,30
11605,15681
11606,11917
11607,27924
11608,24920
11609,3136
11610,26657
11611,45
11612,36
11613,26594
11614,18817
11615,34127
11616,8781
11617,10349
11618,15367
11619,470
11620,19416
11621,10976
11622,9565
11623,26255
11624,8590
11625,4234
11626,21326
11627,16400
11628,17305
11629,251
11630,8154
11631,12187
11632,27441
11633,11290
11634,15530
11635,34497
11636,28532
11637,392
11638,20385
11639,188
11640,18189
11641,30734
11642,392
11643,5959
11644,7840
11645,44752
11646,10036
11647,5175
11648,26343
11649,14113
11650,1098
11651,470
11652,13328
11653,6743
11654,188
11655,12231
11656,20
11657,14113
11658,470
11659,70
11660,157
11661,392
11662,6272
11663,14897
11664,30
11665,20385
11666,17249
11667,11290
11668,3293
11669,15897
11670,5959
11671,31361
11672,4391
11673,13328
11674,12388
11675,7997
11676,5018
11677,1176
11678,12720
11679,9722
11680,6272
11681,21940
11682,12858
11683,5331
11684,11604
11685,18503
11686,188
11687,15718
11688,10300
11689,14269
11690,10036
11691,61154
11692,9879
11693,251
11694,47042
11695,20071
11696,21357
11697,5488
11698,40057
11699,10036
11700,1019
11701,282
11702,4077
11703,2195
11704,18800
11705,18189
11706,32302
11707,30
11708,2901
11709,16546
11710,11290
11711,6429
11712,6
11713,21012
11714,26343
11715,31361
11716,5488
11717,9408
11718,38445
11719,11290
11720,10663
11721,40688
11722,20005
11723,35438
11724,4704
11725,4861
11726,19444
11727,16151
11728,12074
11729,12544
11730,10976
11731,28059
11732,22266
11733,4547
11734,15257
11735,32910
11736,12855
11737,12544
11738,16308
11739,81539
11740,10349
11741,17876
11742,1960
11743,47120
11744,14583
11745,37837
11746,27093
11747,17249
11748,21326
11749,7213
11750,10036
11751,18189
11752,25810
11753,14740
11754,18503
11755,2744
11756,16621
11757,4547
11758,6611
11759,3450
11760,150533
11761,157
11762,11604
11763,10036
11764,16308
11765,7213
11766,20000
11767,12858
11768,79971
11769,74953
11770,18000
11771,9408
11772,3136
11773,10036
11774,8154
11775,13808
11776,11099
11777,12544
11778,9408
11779,55823
11780,14740
11781,470
11782,392
11783,14454
11784,13485
11785,18189
11786,21012
11787,47042
11788,28225
11789,4704
11790,20542
11791,784
11792,36065
11793,45
11794,9164
11795,15060
11796,7900
11797,14269
11798,7213
11799,10036
11800,10349
11801,6586
11802,9722
11803,4000
11804,10506
11805,8467
11806,17562
11807,3
11808,36065
11809,22947
11810,23521
11811,4234
11812,16719
11813,26030
11814,49237
11815,22894
11816,18422
11817,4391
11818,53580
11819,6429
11820,18817
11821,157
11822,9408
11823,31211
11824,32929
11825,24775
11826,18817
11827,15524
11828,7840
11829,314
11830,6115
11831,24600
11832,10000
11833,3136
11834,6586
11835,12544
11836,31361
11837,1882
11838,36065
11839,19679
11840,6272
11841,9408
11842,2430
11843,25399
11844,19080
11845,31361
11846,9565
11847,11917
11848,862
11849,9408
11850,549
11851,28382
11852,24123
11853,25089
11854,9408
11855,11604
11856,3763
11857,941
11858,43868
11859,14113
11860,4704
11861,8624
11862,8097
11863,16308
11864,21796
11865,28225
11866,157
11867,392
11868,32302
11869,36567
11870,14800
11871,15681
11872,54568
11873,3136
11874,862
11875,17249
11876,1098
11877,12231
11878,25591
11879,39499
11880,470
11881,33
11882,9722
11883,8000
11884,9565
11885,37006
11886,15681
11887,7213
11888,17876
11889,40769
11890,11917
11891,24123
11892,941
11893,16621
11894,42337
11895,5018
11896,1411
11897,10036
11898,9722
11899,14897
11900,21169
11901,43049
11902,706
11903,4547
11904,188
11905,28423
11906,470
11907,251
11908,7213
11909,17249
11910,5015
11911,5959
11912,16621
11913,14113
11914,40092
11915,25089
11916,15257
11917,39829
11918,13485
11919,12500
11920,10986
11921,3
11922,37633
11923,37633
11924,392
11925,25089
11926,6586
11927,28241
11928,23521
11929,7840
11930,2352
11931,3700
11932,11964
11933,7213
11934,14740
11935,10976
11936,35900
11937,1254
11938,24462
11939,20266
11940,14113
11941,21796
11942,20469
11943,15053
11944,19068
11945,15681
11946,19757
11947,42337
11948,549
11949,43905
11950,20005
11951,13799
11952,32929
11953,3763
11954,47
11955,20071
11956,46919
11957,7527
11958,10976
11959,549
11960,19601
11961,17249
11962,1650
11963,8148
11964,19610
11965,12585
11966,8154
11967,59586
11968,3450
11969,79971
11970,9252
11971,18817
11972,9408
11973,399
11974,38311
11975,18726
11976,157
11977,470
11978,9879
11979,2274
11980,282
11981,36065
11982,300
11983,3607
11984,1700
11985,20266
11986,23138
11987,19757
11988,19757
11989,22580
11990,15994
11991,14113
11992,30
11993,3607
11994,34494
11995,5959
11996,9408
11997,28852
11998,6586
11999,2274
12000,6272
12001,17249
12002,7213
12003,2038
12004,8320
12005,706
12006,21953
12007,2901
12008,9095
12009,19130
12010,13799
12011,20237
12012,20228
12013,45473
12014,7213
12015,7213
12016,4704
12017,15470
12018,784
12019,1646
12020,18208
12021,3450
12022,9252
12023,89482
12024,41811
12025,3450
12026,20266
12027,17249
12028,11604
12029,4077
12030,7213
12031,42218
12032,31047
12033,63839
12034,3000
12035,90
12036,31361
12037,26030
12038,20005
12039,22580
12040,30263
12041,32929
12042,11917
12043,1176
12044,8154
12045,18503
12046,16838
12047,2666
12048,15994
12049,8674
12050,392
12051,3607
12052,21169
12053,14897
12054,21012
12055,37066
12056,12231
12057,9408
12058,84675
12059,941
12060,862
12061,43905
12062,706
12063,14740
12064,2666
12065,10036
12066,4077
12067,470
12068,15053
12069,10349
12070,30
12071,16935
12072,15681
12073,7840
12074,12544
12075,12858
12076,150533
12077,27755
12078,47042
12079,7997
12080,10976
12081,10036
12082,251
12083,11604
12084,8938
12085,2352
12086,9408
12087,18817
12088,75160
12089,8781
