,Unnamed: 0,ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
10125,10125,45812487,431.0,BMW,X5,2016,Jeep,Yes,Plug-in Hybrid,<= 3 turbo,30km to 100km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,12,94083
17085,17085,45457799,906.8381278879118,TOYOTA,Land Cruiser,2012,Jeep,Yes,Diesel,> 3 & <= 5 turbo,100km and above,8.0,Tiptronic,4x4,>5,Left wheel,Black,12,94083
16019,16019,45754903,1104.0,BMW,X5,2015,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,Black,5,94083
7372,7372,44479385,906.8381278879118,BMW,X5,2014,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Tiptronic,4x4,04-May,Left wheel,Black,12,94080
10220,10220,45805870,2216.0,CHEVROLET,Suburban,2016,Jeep,Yes,Petrol,> 5 & <= 10 No turbo,100km and above,8.0,Tiptronic,4x4,04-May,Left wheel,Black,12,93769
6652,6652,45808861,1156.0,FORD,Explorer,2017,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,93371
17406,17406,45809552,1866.0,CHEVROLET,Colorado,2020,Pickup,Yes,Petrol,> 3 & <= 5 No turbo,Between 10km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,93079
12976,12976,45802853,1174.0,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,<= 3 No turbo,Between 10km,4.0,Automatic,Front,04-May,Left wheel,White,4,93079
4211,4211,45687064,906.8381278879118,AUDI,Allroad,2015,Universal,Yes,Diesel,<= 3 turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,8,92515
687,687,45804529,1760.0,JEEP,Wrangler,2017,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,92502
9580,9580,45808919,1493.0,FORD,Explorer,2016,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,92070
13189,13189,45808922,1011.0,FORD,Explorer,2016,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,92070
14092,14092,45808914,1714.0,FORD,Explorer,2017,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,91775
14012,14012,45410118,906.8381278879118,TOYOTA,Land Cruiser Prado,2017,Jeep,No,Diesel,<= 3 No turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,12,90947
17278,17278,45800245,906.8381278879118,FORD,Ranger Wildtrak,2019,Pickup,Yes,Diesel,> 3 & <= 5 turbo,10km to 30km,5.0,Automatic,4x4,04-May,Left wheel,Grey,8,90947
4077,4077,45802851,1076.0,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,<= 3 No turbo,Between 10km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,90919
15486,15486,41976837,906.8381278879118,BMW,X5,2015,Jeep,Yes,Diesel,<= 3 turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,White,8,90006
7590,7590,45732367,1176.0,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,89482
16525,16525,45813886,2225.0,LEXUS,LS 460,2017,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,10km to 30km,8.0,Automatic,Rear,04-May,Left wheel,Black,12,89379
18285,18285,44655192,906.8381278879118,BMW,X5,2014,Jeep,Yes,Petrol,<= 3 turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,Brown,12,89379
9688,9688,45490304,1356.0,LEXUS,GX 460,2014,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Tiptronic,4x4,04-May,Left wheel,White,12,89379
15586,15586,45188389,1079.0,MERCEDES-BENZ,E 300,2018,Sedan,Yes,Petrol,<= 3 turbo,10km to 30km,4.0,Automatic,Rear,04-May,Left wheel,Black,0,89379
13330,13330,41228647,906.8381278879118,MERCEDES-BENZ,ML 300,2015,Jeep,Yes,Petrol,<= 3 turbo,30km to 100km,12.0,Tiptronic,4x4,04-May,Left wheel,Black,10,89379
11914,11914,45808928,1011.0,FORD,Explorer,2016,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,89103
10690,10690,45813974,1935.0,MERCEDES-BENZ,S 550,2016,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,10km to 30km,8.0,Automatic,4x4,04-May,Left wheel,Silver,12,88595
4590,4590,45732088,1076.0,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,<= 3 No turbo,Between 10km,4.0,Automatic,Front,04-May,Left wheel,White,4,88438
19121,19121,45732079,1076.0,HYUNDAI,Santa FE,2020,Jeep,Yes,Petrol,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,88438
16519,16519,45649425,1714.0,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,12,87999
16483,16483,45802850,1076.0,HYUNDAI,Santa FE,2020,Jeep,Yes,Petrol,<= 3 No turbo,Between 10km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,87927
2941,2941,42249585,906.8381278879118,MERCEDES-BENZ,G 55 AMG,2003,Jeep,Yes,Petrol,> 5 and <= 10 turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Silver,8,87811
17760,17760,42873373,906.8381278879118,BMW,750,2013,Sedan,Yes,Petrol,> 3 & <= 5 turbo,30km to 100km,8.0,Tiptronic,Rear,04-May,Left wheel,White,12,87811
10162,10162,44266062,906.8381278879118,TOYOTA,Camry,2018,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,10km to 30km,6.0,Automatic,Front,04-May,Left wheel,Black,10,87811
650,650,45089390,906.8381278879118,TOYOTA,Camry,2019,Sedan,Yes,Petrol,<= 3 No turbo,10km to 30km,4.0,Tiptronic,Front,04-May,Left wheel,White,12,87497
7461,7461,45777353,1275.0,HONDA,Cr-v,2019,Sedan,No,Petrol,<= 3 No turbo,Between 10km,4.0,Variator,4x4,04-May,Left wheel,Silver,6,87497
1573,1573,44721988,906.8381278879118,KIA,Sportage,2019,Jeep,Yes,Petrol,<= 3 No turbo,Between 10km,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,6,87497
56,56,44316016,906.8381278879118,MERCEDES-BENZ,GLA 250,2019,Jeep,Yes,Petrol,<= 3 turbo,Between 10km,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,0,87112
11554,11554,45646707,1572.0,MERCEDES-BENZ,CLS 55 AMG,2019,Coupe,Yes,Petrol,<= 3 No turbo,Between 10km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,87027
15852,15852,26327387,906.8381278879118,MERCEDES-BENZ,Sprinter 516,2013,Microbus,Yes,Diesel,<= 3 turbo,100km and above,8.0,Manual,Rear,04-May,Left wheel,White,2,87021
5412,5412,44343992,906.8381278879118,MERCEDES-BENZ,S 63 AMG,2010,Sedan,Yes,Petrol,> 5 and <= 10 turbo,100km and above,8.0,Automatic,Rear,04-May,Left wheel,Grey,12,86243
8706,8706,45643521,1292.0,MERCEDES-BENZ,GL 450 3.0,2016,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,6.0,Variator,4x4,04-May,Left wheel,White,12,86243
18720,18720,45049508,906.8381278879118,BMW,X6 40D,2012,Jeep,Yes,Diesel,> 3 & <= 5 No turbo,100km and above,6.0,Tiptronic,4x4,04-May,Left wheel,Black,10,86243
8740,8740,45809111,866.0,FORD,Mustang,2015,Cabriolet,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,86142
13572,13572,24367759,906.8381278879118,MERCEDES-BENZ,Sprinter 516,2013,Microbus,Yes,Diesel,<= 3 turbo,100km and above,6.0,Manual,Rear,02-Mar,Left wheel,White,4,85702
111,111,45808992,1156.0,FORD,Explorer,2017,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,4,85553
16548,16548,45261332,906.8381278879118,TOYOTA,Land Cruiser,2009,Jeep,Yes,Diesel,> 3 & <= 5 turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,0,84675
14428,14428,45444264,906.8381278879118,AUDI,Allroad Allroad,2013,Universal,Yes,Diesel,<= 3 turbo,100km and above,6.0,Tiptronic,4x4,04-May,Left wheel,Brown,8,84675
2330,2330,45789427,906.8381278879118,MERCEDES-BENZ,C 200 7G-TRONIC,2014,Sedan,Yes,Petrol,<= 3 turbo,30km to 100km,4.0,Tiptronic,Rear,04-May,Left wheel,White,12,84675
8617,8617,43424507,798.0,MERCEDES-BENZ,ML 250,2015,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Tiptronic,4x4,04-May,Left wheel,White,12,84675
4084,4084,45539053,906.8381278879118,LAND ROVER,Range Rover Evoque,2016,Jeep,Yes,Petrol,<= 3 turbo,30km to 100km,4.0,Automatic,4x4,04-May,Left wheel,Black,6,84675
3086,3086,45647003,906.8381278879118,TOYOTA,Land Cruiser Prado,2014,Jeep,Yes,Diesel,<= 3 turbo,100km and above,6.0,Tiptronic,4x4,>5,Left wheel,Black,12,84675
16643,16643,45722204,915.0,BMW,X5,2014,Jeep,Yes,Petrol,<= 3 turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,6,84675
15311,15311,45444293,906.8381278879118,TOYOTA,Fortuner,2017,Jeep,Yes,Petrol,<= 3 No turbo,10km to 30km,4.0,Automatic,Rear,>5,Left wheel,Black,6,84675
424,424,45815751,906.8381278879118,MERCEDES-BENZ,GLC 300,2018,Sedan,Yes,Petrol,<= 3 turbo,Between 10km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,12,84675
14752,14752,45814798,1951.0,MERCEDES-BENZ,G 550,2015,Jeep,Yes,Petrol,> 5 & <= 10 No turbo,30km to 100km,8.0,Automatic,4x4,04-May,Left wheel,White,12,83891
2965,2965,45808991,2578.0,CHEVROLET,Camaro,2016,Cabriolet,Yes,Petrol,> 5 & <= 10 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,83251
10295,10295,45796981,1325.0,HYUNDAI,H1,2019,Minivan,Yes,Diesel,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,White,4,83107
7339,7339,43802990,917.0,MERCEDES-BENZ,GL 350 BLUETEC,2013,Jeep,Yes,Diesel,<= 3 turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,12,83107
16427,16427,45811205,1714.0,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,10km to 30km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,83107
8620,8620,45420666,1292.0,LAND ROVER,Discovery,2016,Jeep,Yes,Diesel,<= 3 turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,Brown,12,83107
2192,2192,45760690,906.8381278879118,TOYOTA,Land Cruiser Prado,2014,Jeep,No,Diesel,<= 3 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,12,83107
12081,12081,41957882,906.8381278879118,BMW,X6 M,2014,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,12,83107
2372,2372,45731019,1325.0,HYUNDAI,H1,2019,Microbus,Yes,Diesel,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,White,4,83107
7941,7941,45767298,906.8381278879118,BMW,X6,2012,Jeep,Yes,Diesel,<= 3 turbo,100km and above,6.0,Tiptronic,4x4,04-May,Left wheel,Black,8,83107
3519,3519,45556857,1104.0,BMW,X5,2015,Jeep,Yes,Petrol,<= 3 turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,Blue,12,82166
4301,4301,45804531,1036.0,JEEP,Wrangler,2015,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4,82097
18441,18441,45808877,1156.0,FORD,Explorer,2017,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,81808
8057,8057,45808877,1156.0,FORD,Explorer,2017,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,81808
9740,9740,43944071,906.8381278879118,BMW,X5,2014,Jeep,Yes,Diesel,> 3 & <= 5 turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,White,12,81539
1364,1364,45768511,1935.0,LEXUS,GX 460,2016,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,White,0,81539
16718,16718,45772683,1935.0,LEXUS,GX 460,2016,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,White,0,81539
1509,1509,45766615,1935.0,LEXUS,GX 460,2016,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,White,0,81539
420,420,45763904,1935.0,LEXUS,GX 460,2016,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,White,0,81539
10714,10714,45770116,1935.0,LEXUS,GX 460,2016,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,White,0,81539
18620,18620,45764906,1935.0,LEXUS,GX 460,2016,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,White,0,81539
9327,9327,45429936,1356.0,LEXUS,GX 460,2014,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,0,81539
14871,14871,45763736,1935.0,LEXUS,GX 460,2016,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,White,0,81539
13631,13631,45761328,1935.0,LEXUS,GX 460,2016,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,White,0,81539
4465,4465,45769788,1935.0,LEXUS,GX 460,2016,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,White,0,81539
1562,1562,45771456,1935.0,LEXUS,GX 460,2016,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,White,0,81539
5718,5718,45798367,906.8381278879118,MERCEDES-BENZ,GL 550,2013,Jeep,Yes,Petrol,> 3 & <= 5 turbo,100km and above,8.0,Tiptronic,4x4,04-May,Left wheel,Black,12,81539
724,724,45675628,1360.0,LEXUS,GX 460,2013,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,12.0,Tiptronic,4x4,04-May,Left wheel,Black,0,81539
5291,5291,45802845,1174.0,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,White,4,81445
1557,1557,45796532,906.8381278879118,BMW,X5,2015,Jeep,Yes,Petrol,> 3 & <= 5 turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,81225
13016,13016,45732075,1174.0,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,80958
437,437,45731010,1325.0,HYUNDAI,H1,2019,Minivan,Yes,Diesel,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Black,4,80911
13334,13334,45802700,1076.0,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,80651
6302,6302,45802701,1077.0,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,80074
15336,15336,45668067,906.8381278879118,PEUGEOT,3008 2.0,2018,Jeep,Yes,Diesel,<= 3 No turbo,Between 10km,4.0,Automatic,4x4,04-May,Left wheel,Grey,10,80000
6405,6405,45434417,1360.0,LEXUS,GX 460,2013,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,8.0,Tiptronic,4x4,04-May,Left wheel,White,12,80000
455,455,45756444,906.8381278879118,LEXUS,NX 200,2017,Jeep,Yes,Petrol,<= 3 turbo,30km to 100km,4.0,Tiptronic,Front,04-May,Left wheel,Beige,12,79971
18389,18389,45789948,1178.0,KIA,Sorento,2018,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,79971
9136,9136,45811209,1714.0,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12,79971
18144,18144,44934841,906.8381278879118,MERCEDES-BENZ,ML 500 AMG,2012,Jeep,Yes,Petrol,> 3 & <= 5 turbo,100km and above,8.0,Tiptronic,4x4,04-May,Left wheel,Silver,12,79971
15131,15131,45433925,798.0,MERCEDES-BENZ,ML 250,2015,Jeep,Yes,Diesel,<= 3 turbo,30km to 100km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,12,79971
15779,15779,42867264,906.8381278879118,AUDI,A7,2016,Sedan,Yes,Petrol,<= 3 turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12,79971
5769,5769,42962815,906.8381278879118,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,<= 3 turbo,10km to 30km,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,12,79971
3032,3032,45808967,1011.0,FORD,Explorer,2016,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,79902
8302,8302,45809032,1058.0,FORD,F150,2012,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,79782
10382,10382,45802844,1076.0,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,<= 3 No turbo,Between 10km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,79616
2182,2182,45808863,1156.0,FORD,Explorer,2017,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,78917
6451,6451,45809609,831.0,HONDA,Civic,2018,Hatchback,Yes,Petrol,<= 3 No turbo,Between 10km,4.0,Automatic,Front,04-May,Left wheel,Black,4,78829
10559,10559,44676404,906.8381278879118,MITSUBISHI,Outlander,2020,Jeep,Yes,Petrol,<= 3 No turbo,Between 10km,4.0,Automatic,4x4,04-May,Left wheel,Black,12,78403
16951,16951,44984036,906.8381278879118,BMW,X6,2010,Jeep,Yes,Petrol,> 3 & <= 5 turbo,100km and above,6.0,Tiptronic,4x4,04-May,Left wheel,Black,0,78403
17153,17153,45815420,906.8381278879118,BMW,650 450 HP,2012,Sedan,Yes,Petrol,> 3 & <= 5 turbo,100km and above,8.0,Tiptronic,Rear,04-May,Left wheel,White,12,78403
7165,7165,45789185,906.8381278879118,LEXUS,RC F,2015,Coupe,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,6.0,Tiptronic,4x4,02-Mar,Left wheel,Grey,16,78403
9857,9857,45487886,906.8381278879118,TOYOTA,Land Cruiser Prado,2014,Jeep,Yes,Diesel,<= 3 turbo,100km and above,6.0,Tiptronic,4x4,>5,Left wheel,Black,12,78403
4918,4918,45766407,906.8381278879118,JAGUAR,XF,2016,Sedan,Yes,Petrol,<= 3 turbo,30km to 100km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,6,78403
1487,1487,42806664,906.8381278879118,LAND ROVER,Defender 90 Cabrio,2011,Jeep,No,Diesel,<= 3 turbo,30km to 100km,4.0,Manual,4x4,02-Mar,Left wheel,White,0,78403
11060,11060,45800692,906.8381278879118,LAND ROVER,Range Rover Evoque რესტა,2016,Jeep,Yes,Petrol,<= 3 turbo,30km to 100km,4.0,Tiptronic,4x4,04-May,Left wheel,White,12,78403
13088,13088,44607769,906.8381278879118,BMW,X6,2011,Jeep,Yes,Diesel,> 3 & <= 5 turbo,100km and above,6.0,Automatic,Rear,04-May,Left wheel,White,6,78403
12242,12242,45540550,906.8381278879118,MERCEDES-BENZ,C 300,2018,Sedan,Yes,Petrol,<= 3 turbo,Between 10km,4.0,Tiptronic,Rear,04-May,Left wheel,White,12,78403
9710,9710,45792701,906.8381278879118,MERCEDES-BENZ,ML 350,2013,Jeep,Yes,Diesel,<= 3 turbo,100km and above,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,78403
2691,2691,45488007,906.8381278879118,TOYOTA,Land Cruiser Prado,2014,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,6.0,Tiptronic,4x4,>5,Left wheel,Black,12,78403
13901,13901,45815748,906.8381278879118,MERCEDES-BENZ,GLC 300,2018,Sedan,Yes,Petrol,<= 3 turbo,10km to 30km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,12,78403
16481,16481,45808880,1011.0,FORD,Explorer,2016,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,78048
8331,8331,44609440,906.8381278879118,MERCEDES-BENZ,E 400,2017,Coupe,Yes,Petrol,<= 3 turbo,Between 10km,6.0,Tiptronic,Rear,02-Mar,Left wheel,Blue,12,77775
16056,16056,44959077,1053.0,BMW,X5,2014,Jeep,Yes,Petrol,> 3 & <= 5 turbo,100km and above,6.0,Tiptronic,4x4,04-May,Left wheel,White,12,77775
1820,1820,45794550,906.8381278879118,TOYOTA,Land Cruiser Prado,2014,Jeep,No,Diesel,<= 3 turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,77775
90,90,45807330,1604.0,MERCEDES-BENZ,GL 63 AMG,2014,Jeep,Yes,Petrol,> 5 & <= 10 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,10,77775
13970,13970,45337661,906.8381278879118,MERCEDES-BENZ,GLA 200,2017,Jeep,No,Petrol,<= 3 No turbo,Between 10km,4.0,Automatic,4x4,04-May,Left wheel,White,6,77148
13846,13846,45420740,1104.0,LAND ROVER,Discovery,2015,Jeep,Yes,Diesel,<= 3 turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12,76835
12197,12197,44238792,1104.0,LAND ROVER,Discovery,2015,Jeep,Yes,Diesel,<= 3 turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,76835
2859,2859,45603093,906.8381278879118,PORSCHE,Panamera S,2012,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,8,76835
2535,2535,43323003,906.8381278879118,MERCEDES-BENZ,CLA 45 AMG,2014,Sedan,Yes,Petrol,<= 3 turbo,30km to 100km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,12,76835
11298,11298,45808867,1011.0,FORD,Explorer,2016,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,76029
5171,5171,45803010,1077.0,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Black,4,75793
15538,15538,45795275,830.0,SUZUKI,Jimny GLX,2019,Jeep,No,Petrol,<= 3 No turbo,Between 10km,4.0,Automatic,4x4,02-Mar,Left wheel,Silver,0,75300
18142,18142,45682224,1292.0,BMW,X5,2016,Jeep,Yes,Petrol,<= 3 turbo,30km to 100km,6.0,Tiptronic,Rear,04-May,Left wheel,White,10,75266
14630,14630,45814946,1327.0,TOYOTA,Camry,2018,Sedan,Yes,Petrol,<= 3 No turbo,10km to 30km,4.0,Tiptronic,Front,04-May,Left wheel,Red,12,75266
6459,6459,45293747,906.8381278879118,BMW,X5,2015,Jeep,Yes,Petrol,<= 3 turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,12,75266
14343,14343,45696132,1017.0,LEXUS,NX 200,2017,Jeep,Yes,Petrol,<= 3 turbo,10km to 30km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,10,75266
4709,4709,45116081,906.8381278879118,PORSCHE,Panamera,2010,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,6.0,Tiptronic,Rear,04-May,Left wheel,White,12,75266
1993,1993,45772542,906.8381278879118,TOYOTA,Land Cruiser Prado,2014,Jeep,No,Diesel,<= 3 No turbo,30km to 100km,4.0,Manual,4x4,04-May,Left wheel,White,6,75266
579,579,42285726,906.8381278879118,MERCEDES-BENZ,ML 550 4.7,2012,Jeep,Yes,Petrol,> 3 & <= 5 turbo,100km and above,8.0,Tiptronic,4x4,04-May,Left wheel,Black,10,75266
1162,1162,45808887,1156.0,FORD,Explorer,2017,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,75160
15659,15659,45763319,2418.0,MERCEDES-BENZ,SL 55 AMG,2018,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,10km to 30km,8.0,Automatic,Rear,04-May,Left wheel,Black,12,74953
1316,1316,45809718,830.0,HONDA,Civic,2019,Hatchback,Yes,Petrol,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Black,4,74796
13093,13093,45328661,906.8381278879118,MITSUBISHI,L 200,2019,Pickup,No,Diesel,<= 3 turbo,Between 10km,4.0,Manual,4x4,04-May,Left wheel,Grey,4,74639
4520,4520,45802687,1077.0,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,73714
15433,15433,45807749,1104.0,BMW,635,2015,Sedan,Yes,Petrol,<= 3 turbo,30km to 100km,6.0,Tiptronic,Rear,04-May,Left wheel,Grey,12,73698
11021,11021,44700691,891.0,BMW,X4,2016,Jeep,Yes,Petrol,<= 3 turbo,30km to 100km,4.0,Tiptronic,4x4,04-May,Left wheel,Silver,12,73698
10098,10098,45682436,906.8381278879118,TOYOTA,Camry,2019,Sedan,Yes,Petrol,<= 3 No turbo,Between 10km,4.0,Automatic,Front,04-May,Left wheel,Brown,12,73698
6327,6327,45808241,517.0,TOYOTA,Highlander,2014,Jeep,Yes,Hybrid,> 3 & <= 5 No turbo,30km to 100km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12,73698
7430,7430,45799873,906.8381278879118,BMW,630,2013,Sedan,Yes,Petrol,<= 3 turbo,100km and above,6.0,Tiptronic,Rear,04-May,Left wheel,White,0,73698
10322,10322,45803096,1176.0,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,73633
1218,1218,45733604,1079.0,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,73620
